"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrezid"
"ENSG00000179344",1067.45160768617,1.20794111858997,0.242139832991359,20.5709654964012,5.74610172126791e-06,0.0411880571380484,"HLA-DQB1",3119
