"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrezid"
"ENSG00000128253",8.64399695300476,-1.08572670873692,0.222873797799578,22.9459057195249,1.66624720217437e-06,0.0179154899177788,"RFPL2",10739
"ENSG00000144724",14.2666298091112,1.28867689822729,0.297501176178443,20.4823986117424,6.01821446303249e-06,0.0323539209532627,"PTPRG",5793
